,X,Y,OBJECTID,GLOBALID,FIREOCCURID,CN,REVDATE,FIRENAME,COMPLEXNAME,FIREYEAR,UNIQFIREID,SOFIRENUM,LOCALFIRENUM,REPORTINGUNIT,DISCOVERYDATETIME,SIZECLASS,TOTALACRES,STATCAUSE,COMMENTS,DATASOURCE,FIREOUTDATETIME,OWNERAGENCY,UNITIDOWNER,PROTECTIONAGENCY,UNITIDPROTECT,LATDD83,LONGDD83,FIRETYPECATEGORY,POINTTYPE,PERIMEXISTS,FIRESTATQC,DBSOURCEID,DBSOURCEDATE
23062,-106.3786111,45.30611111,329430999,,AC973798-784E-4B53-90D0-E70AEC940E5F,6748797,2017/01/25 10:05:09+00,Griffin Gulch,,2016,2016-MTMCD-000402,76,,111,2016/09/02 07:00:00+00,F,1320,1 - Lightning,, ,2016/09/22 14:00:00+00,USFS,MTCGF,BLM,MTCGF,45.30611,-106.37861,WF,Ignition,Y, ,1,2020/09/11 04:05:56+00
23067,-112.8666667,47.68166667,329431004,,D2FD7A87-74CD-4662-967C-CC2E124C5BF1,6713971,2017/01/25 10:05:09+00,Elk Hill,,2016,2016-MTLCF-000011,2,D1-1,011*,2016/04/09 08:00:00+00,F,1089,4 - Campfire,, ,2016/06/29 19:00:00+00,USFS,MTLCF,USFS,MTLCF,47.68167,-112.86667,WF,Ignition,Y, ,1,2020/09/11 04:05:56+00
23070,-114.6933333,46.34777778,329431007,,C0A58475-0746-4759-9DA6-455C2D2118AD,6754781,2017/01/25 10:05:09+00,Cedar,,2016,2016-MTFNF-000297,16,56-01,110,2016/07/17 19:28:00+00,F,4868,1 - Lightning,, ,2016/10/14 10:00:00+00,USFS,IDNCF,USFS,IDNCF,46.34778,-114.69333,WF,Ignition,Y, ,1,2020/09/11 04:05:56+00
23171,-110.3212,46.22406,329431108,,99EEEADE-ECB7-4728-B2CD-E291FAEE56FF,6816067,1999/11/30 00:00:00+00,Blacktail,,2017,2017-MTHLF-005124,44,5124,115,2017/09/10 16:22:00+00,G,5351,1 - Lightning,,2,2017/11/06 16:30:00+00,USFS,MTHLF,USFS,MTHLF,46.22406,-110.3212, ,Ignition,Y, ,1,2020/09/11 04:05:56+00
23190,-113.3330556,47.675,329431127,,,1703051,1999/11/30 00:00:00+00,Damnation,,2013,,255,4,,2013/08/12 16:43:00+00,G,8246,1 - Lightning,Fire Managed for Multiple Objectives including allowing for fires natural role int he wilderness., ,,USFS,,USFS,,47.675,-113.33306,WF,Ignition,N, ,1,2020/09/11 04:05:56+00
23226,-113.3308333,47.41555556,329431163,,,1551543,1999/11/30 00:00:00+00,CardinalCreek,,2010,,211,4,,2010/07/25 16:00:00+00,F,2127,1 - Lightning,Lightning cased fire.  Investigation completed by LEO Brad Treat. Fire allowed to play its natural role in the ecosystem. Fire managed for multiple objectives, ,,USFS,,USFS,,47.41556,-113.33083,WF,Ignition,N, ,1,2020/09/11 04:05:57+00
23249,-113.2844444,47.51944444,329431186,,,1601564,1999/11/30 00:00:00+00,HammerCreek,,2011,,197,4,,2011/08/08 17:00:00+00,G,6314,1 - Lightning,Managed for Multiple Objectives., ,,USFS,,USFS,,47.51944,-113.28444,WF,Ignition,N, ,1,2020/09/11 04:05:57+00
23251,-113.4294444,47.94694444,329431188,,,6341060,1999/11/30 00:00:00+00,TrailCreek,,2015,,534,4,,2015/08/12 12:42:00+00,G,20717,1 - Lightning,Escaped IA., ,,USFS,,USFS,,47.94694,-113.42944,WF,Ignition,N, ,1,2020/09/11 04:05:57+00
23252,-113.5891667,47.84722222,329431189,,,6341079,1999/11/30 00:00:00+00,BearCreek,,2015,,541,4,,2015/08/12 14:35:00+00,G,69435,1 - Lightning,Escaped IA, ,,USFS,,USFS,,47.84722,-113.58917,WF,Ignition,N, ,1,2020/09/11 04:05:57+00
23299,-97.10361111,46.53666667,329431236,,,1503345,1999/11/30 00:00:00+00,VikingPrairie,,2012,,5,,,,E,678,5 - Debris Burning,Fire started on private and burned onto FS land.  The FS land had been prepped for Rx burning for th,2,,ND,,,,46.53667,-97.10361,WF, , , ,1,2020/09/11 04:05:57+00
23303,-103.8766667,47.43888889,329431240,,,1509504,1999/11/30 00:00:00+00,DeepCreek2,,2012,,36,,,,F,3317.1,1 - Lightning,"Lightning caused fire IA by multiple departments, FS and NDFS.  Wind driven event.",2,,ND,,,,47.43889,-103.87667,WF, , , ,1,2020/09/11 04:05:57+00
23366,-114.8361111,46.34583333,329431303,,4AB6EBD6-67F6-41C9-8E2C-25A1ECE4D832,6337883,1999/11/30 00:00:00+00,Army Mule,,2015,2015-IDNCF-000566,84,,117,,G,6800,1 - Lightning,,2,,USFS,,,,46.34583,-114.83611,WF, , , ,1,2020/09/11 04:05:57+00
23370,-115.4373005,46.09845266,329431307,,804BD3F8-5056-4095-A0D0-696304890178,6346888,1999/11/30 00:00:00+00,SLIDE,,2015,2015-IDNCF-000838,231,,117,,G,10282,1 - Lightning,,2,,USFS,,,,46.09845,-115.4373,WF, , , ,1,2020/09/11 04:05:57+00
23371,-115.33544,45.58232382,329431308,,CCEB341C-BA0F-43AE-825F-11BD018AA8F4,6363931,1999/11/30 00:00:00+00,Noble,,2015,2015-IDNCF-000820,216,,117,,G,6056,1 - Lightning,,2,,USFS,,,,45.58232,-115.33544,WF, , , ,1,2020/09/11 04:05:57+00
23375,-111.2300502,46.33608168,329431312,,4DB8C936-839F-4A7D-80AD-9810BBD74AC5,6340524,1999/11/30 00:00:00+00,Cabin Gulch,,2015,2015-MTHNF-000119,10,,011*,,F,1617,9 - Miscellaneous,under investigation,2,,USFS,,,,46.33562,-111.23041,WF, , , ,1,2020/09/11 04:05:57+00
23383,-114.6302778,46.11472222,329431320,,2ADF3556-3212-40AC-9130-BF582804D02C,6346824,1999/11/30 00:00:00+00,WAHOO,,2015,2015-IDNCF-000810,213,,117,,B,745,1 - Lightning,,2,,USFS,,,,46.11472,-114.63028,WF, , , ,1,2020/09/11 04:05:57+00
23385,-115.4006644,46.15810138,329431322,,F817680E-F394-475B-8C23-7480A087DD95,6364522,1999/11/30 00:00:00+00,Fire Creek,,2015,2015-IDNCF-000862,247,,117,,F,957,1 - Lightning,,2,,USFS,,,,46.1581,-115.40066,WF, , , ,1,2020/09/11 04:05:57+00
23391,-113.5022368,47.31377675,329431328,,C1603EAC-EAB0-43DD-AD3A-B7D1791B6DE6,6365634,1999/11/30 00:00:00+00,Richmond Ridge,,2015,2015-MTLNF-000845,121,,116,,E,625,1 - Lightning,ICT3:S.Ronison / ICT2:J. Grant,2,,USFS,,,,47.31378,-113.50224,WF, , , ,1,2020/09/11 04:05:57+00
23393,-112.7634001,47.04058623,329431330,,48EE8B75-AD08-4B65-86E7-07167132465D,6349393,1999/11/30 00:00:00+00,Klondike,,2015,2015-MTHNF-000240,23,,011*,,E,550,1 - Lightning,,2,,USFS,,,,47.04059,-112.7634,WF, , , ,1,2020/09/11 04:05:57+00
23397,-115.0688,46.3811,329431334,,9FDD73E2-5EED-426C-820C-2E5E162E6ADC,6351767,1999/11/30 00:00:00+00,Sponge,,2015,2015-IDNCF-000730,164,,117,,G,5100,1 - Lightning,Part of the Lochsa South Complex,2,,USFS,,,,46.37425,-115.05991,WF, , , ,1,2020/09/11 04:05:57+00
23400,-114.9730556,46.30444444,329431337,,4CDE7AA4-13B4-4D96-B3D7-D239EE53C5C0,6346715,1999/11/30 00:00:00+00,BARREN,,2015,2015-IDNCF-000739,285,,117,,A,3301,1 - Lightning,,2,,USFS,,,,46.30444,-114.97306,WF, , , ,1,2020/09/11 04:05:57+00
23402,-116.1546815,48.00125315,329431339,,7333DA09-B5E9-4942-ABAC-7D012A96B796,6352417,1999/11/30 00:00:00+00,Whitetail,,2015,2015-MTKNF-000313,136,,114,,F,1793,1 - Lightning,,2,,USFS,,,,48.00125,-116.15468,WF, , , ,1,2020/09/11 04:05:57+00
23403,-115.2077,46.2266,329431340,,BDEBE423-AD85-47EE-ADD9-33D4720A6315,6364794,1999/11/30 00:00:00+00,Lone Lake,,2015,2015-IDNCF-000867,251,,117,,E,647,1 - Lightning,,2,,USFS,,,,46.22787,-115.19487,WF, , , ,1,2020/09/11 04:05:57+00
23405,-115.7144444,45.92611111,329431342,,D52C2F4D-21DC-4142-8420-DE5A76666F35,6361299,1999/11/30 00:00:00+00,Badly,,2015,2015-MTFNF-000500,103,,110,,G,6429.8,1 - Lightning,,2,,USFS,,,,45.92611,-115.71444,WF, , , ,1,2020/09/11 04:05:57+00
23412,-115.1741667,45.60777778,329431349,,9E7C6901-AEF9-4289-BAD6-8C0CEACA5457,6337855,1999/11/30 00:00:00+00,Crown,,2015,2015-IDNCF-000497,71,,117,,G,31574,1 - Lightning,,2,,USFS,,,,45.60778,-115.17417,WF, , , ,1,2020/09/11 04:05:57+00
23416,-115.6088087,46.42180704,329431353,,ACF78831-42F0-4884-A393-7C21511A35C3,6361319,1999/11/30 00:00:00+00,SNOWY SUMMIT,,2015,2015-IDNCF-000743,176,,117,,G,6523,1 - Lightning,,2,,USFS,,,,46.42181,-115.60881,WF, , , ,1,2020/09/11 04:05:57+00
23439,-114.9061111,46.20083333,329431376,,0FDEE07E-2449-45D0-A23D-5EAE22ADFC77,6335023,1999/11/30 00:00:00+00,Bailey,,2015,2015-IDNCF-000111,7,,117,,F,1527,1 - Lightning,,2,,USFS,,,,46.20083,-114.90611,WF, , , ,1,2020/09/11 04:05:57+00
23465,-115.4647222,46.4125,329431402,,5C07D958-9628-49AF-939C-99A2049C97AF,6336688,1999/11/30 00:00:00+00,Green,,2015,2015-IDNCF-000464,49,,117,,F,1080,1 - Lightning,,2,,USFS,,,,46.4125,-115.46472,WF, , , ,1,2020/09/11 04:05:57+00
23467,-115.0086111,46.11777778,329431404,,241CEAC0-0FF6-4E87-836D-EBB23783925B,6335139,1999/11/30 00:00:00+00,Meeker,,2015,2015-IDNCF-000342,54,,117,,F,2406,1 - Lightning,,2,,USFS,,,,46.11778,-115.00861,WF, , , ,1,2020/09/11 04:05:57+00
23468,-114.7697222,46.21333333,329431405,,FDE205DB-3518-435E-B432-2E39105237BA,6335141,1999/11/30 00:00:00+00,Roll Creek,,2015,2015-IDNCF-000394,55,,117,,G,7856,1 - Lightning,,2,,USFS,,,,46.21333,-114.76972,WF, , , ,1,2020/09/11 04:05:57+00
23668,-114.8916667,46.26638889,329431605,,,1517214,1999/11/30 00:00:00+00,Bailey,,2013,,14,,,,F,1636,1 - Lightning, ,2,,FS,,,,46.26639,-114.89167,WF, , , ,1,2020/09/11 04:05:58+00
23725,-103.4947222,47.31222222,329431662,,,6824953,1999/11/30 00:00:00+00,Magpie,,2017,2017-NDDPF-170703,9,,118,2017/07/08 15:15:00+00,F,4907,9 - Miscellaneous,,2,2017/09/22 13:19:00+00,USFS,NDDPF,USFS,NDDPF,47.31222,-103.49472, ,Ignition,Y, ,1,2020/09/11 04:05:58+00
23741,-106.405,45.237,329431678,,DC633F3C-3A5D-4A7F-9C8F-7B58722D3297,6828698,1999/11/30 00:00:00+00,Lee Creek,,2017,2017-MTMCD-000137,26,137,111,2017/07/06 05:00:00+00,F,3921.9,1 - Lightning,,2,2017/08/17 15:00:00+00,USFS,MTCGF,BLM,MTEAS,45.237,-106.405, ,Ignition,Y, ,1,2020/09/11 04:05:59+00
23768,-117.0374833,48.90128333,329431705,,B945DAB0-92DA-4B88-BD67-DE54771933D2,6805325,1999/11/30 00:00:00+00,North Fork Hughes,,2017,2017-IDIPF-000165,7,8004,104,2017/06/30 19:47:00+00,F,4975,1 - Lightning,,2,2017/11/13 12:18:00+00,USFS,IDIPF,USFS,IDIPF,48.90128,-117.03748, ,Ignition,Y, ,1,2020/09/11 04:05:59+00
23819,-116.0330556,47.19027778,329431756,,09ACF0C0-9703-49BA-8548-26719EFA0D6E,6354116,1999/11/30 00:00:00+00,Marble Creek,,2015,2015-IDIPF-000799,107,,104,,F,2998.8,1 - Lightning,,2,,USFS,,,,47.19028,-116.03306,WF, , , ,1,2020/09/11 04:05:59+00
23849,-115.3825,46.88166667,329431786,,C9A590D7-A3C8-4584-B612-D8897A69FFA6,6364690,1999/11/30 00:00:00+00,Snow Creek,,2015,2015-IDIPF-001183,243,,104,,F,3309,1 - Lightning,,2,,USFS,,,,46.88167,-115.3825,WF, , , ,1,2020/09/11 04:05:59+00
23851,-115.6827778,46.93111111,329431788,,65BEEC6D-727D-4DBE-8D12-C4F78A7C7109,6364719,1999/11/30 00:00:00+00,Minnesaka,,2015,2015-IDNCF-000860,245,,117,,E,512,1 - Lightning,,2,,USFS,,,,46.93111,-115.68278,WF, , , ,1,2020/09/11 04:05:59+00
23947,-113.3369444,48.17666667,329431884,,,6341495,1999/11/30 00:00:00+00,Granite,,2015,,625,6,,2015/08/16 16:11:00+00,E,913,1 - Lightning,, ,,USFS,,USFS,,48.17667,-113.33694,WF,Ignition,N, ,1,2020/09/11 04:06:00+00
24016,-112.0791667,46.01861111,329431953,,,1504171,1999/11/30 00:00:00+00,AntelopeLane,,2012,,17,,,,E,707,1 - Lightning,"LIGHTNING FIRE, 10 MILES NORTH OF WHITEHALL, MONTANA",2,,MT,,,,46.01861,-112.07917,WF, , , ,1,2020/09/11 04:06:01+00
24022,-114.2508333,46.77222222,329431959,,,1520110,1999/11/30 00:00:00+00,Schoolhouse,,2013,,183,,,,F,4902,1 - Lightning,"Unified Command at Initial Attack: ICT3:K.Parks, ICT3:JD Bauman, Fire became part of the Lolo Creek*",2,,MT,,,,46.77222,-114.25083,WF, , , ,1,2020/09/11 04:06:01+00
24233,-115.4044,47.7546,329432170,,0E7E4094-C4AD-4EAC-81D3-974463F987BD,6831936,1999/11/30 00:00:00+00,DEEP CREEK,HIGHWAY 200,2017,2017-MTLNF-005302,84,26,116,2017/08/30 14:07:00+00,G,16327,1 - Lightning,"DIST #26, SO #84.  IC SMITH, AIRHART,CONNELL,LEACH,SCHRENK,CRAFT",2,2017/10/27 08:30:00+00,USFS,MTLNF,USFS,MTLNF,47.7546,-115.4044, ,Ignition,Y, ,1,2020/09/11 04:06:01+00
24242,-114.6466667,45.84777778,329432179,,,1509564,1999/11/30 00:00:00+00,BurntStrip,,2012,,60,,,,F,3570,1 - Lightning,"FOREST PLAN MANAGEMENT AREA 7C, INCIDENT # 5526, IC DEMOSS",2,,FS,,,,45.84778,-114.64667,WF, , , ,1,2020/09/11 04:06:02+00
24413,-115.245,46.79,329432350,,,1507783,1999/11/30 00:00:00+00,Elizabeth,,2012,,74,,,,F,1960,1 - Lightning,,2,,FS,,,,46.79,-115.245,WF, , , ,1,2020/09/11 04:06:02+00
24620,-111.9912,45.9348,329432557,,8358D1DB-0477-4C78-AE71-FF5B4E9148C6,6820638,1999/11/30 00:00:00+00,Grouse,,2017,2017-MTBDF-002347,41,,102,2017/08/24 23:00:00+00,F,2743,1 - Lightning,,2,2017/09/28 11:00:00+00,Private,MTPRI,State,MTSWS,45.9348,-111.9912, ,Ignition,Y, ,1,2020/09/11 04:06:04+00
24812,-115.445,46.85333333,329432749,,,1507785,1999/11/30 00:00:00+00,Skull,,2012,,75,,,,E,803,1 - Lightning,,2,,FS,,,,46.85333,-115.445,WF, , , ,1,2020/09/11 04:06:05+00
25113,-115.5613889,46.08666667,329433050,,,1527377,1999/11/30 00:00:00+00,JohnsonBar,,2014,,390,,,,G,16278,1 - Lightning,Mutiple IC's and Type II tems,2,,FS,,,,46.08667,-115.56139,WF, , , ,1,2020/09/11 04:06:06+00
25252,-115.3093,47.89622,329433189,,614CC6CC-8F70-4D94-8C65-C91D1B51B2D8,6832144,1999/11/30 00:00:00+00,Moose Peak,,2017,2017-MTKNF-000225,65,,114,2017/08/30 12:09:00+00,G,13887,1 - Lightning,,2,2017/11/02 15:00:00+00,USFS,MTKNF,USFS,MTKNF,47.89622,-115.3093, ,Ignition,Y, ,1,2020/09/11 04:06:07+00
25259,-115.649,48.507833,329433196,,EC601E7E-BAF7-42F6-BC88-20AD8257C05A,6832137,1999/11/30 00:00:00+00,West Fork,,2017,2017-MTKNF-000222,62,,114,2017/08/30 11:48:00+00,G,20032,1 - Lightning,,2,2018/01/09 14:00:00+00,USFS,MTKNF,USFS,MTKNF,48.50783,-115.649, ,Ignition,Y, ,1,2020/09/11 04:06:07+00
25265,-115.3163833,47.8201,329433202,,,6832116,1999/11/30 00:00:00+00,Miller Creek,,2017,2017-MTKNF-000221,61,8,114,2017/08/30 10:29:00+00,F,4700,1 - Lightning,This fire eventually burned together with Deep Creek MT-LNF,2,2017/10/01 12:00:00+00,USFS,MTKNF,USFS,MTKNF,47.8201,-115.31638, ,Ignition,N, ,1,2020/09/11 04:06:07+00
25269,-115.6237,47.665528,329433206,,F7684A7E-ABFB-4367-BE66-4F9FFA864EFF,6832110,1999/11/30 00:00:00+00,Cub Creek,,2017,2017-MTKNF-000215,58,6,114,2017/08/30 09:09:00+00,G,5839,1 - Lightning,Fire was managed as part of the Highway 200 Complex,2,2017/11/02 15:00:00+00,USFS,MTKNF,USFS,MTKNF,47.66553,-115.6237, ,Ignition,Y, ,1,2020/09/11 04:06:07+00
25272,-115.0602,47.495,329433209,,CEF90A0D-EEB2-4EDE-99AE-04B65BB65E34,6831956,1999/11/30 00:00:00+00,SHEEP GAP,HIGHWAY 200,2017,2017-MTLNF-005283,74,16,116,2017/08/29 17:58:00+00,G,24816,1 - Lightning,"DIST #16, SO #74.  IC UNSWORTH, AIRHART,CONNELL,LEACH,SCHRENK,CRAFT",2,2017/10/27 08:30:00+00,USFS,MTLNF,USFS,MTLNF,47.495,-115.0602, ,Ignition,Y, ,1,2020/09/11 04:06:07+00
25296,-105.926,45.48483333,329433233,,02D9A327-7C2C-4C05-B2C5-FB364CFD7F9D,6828733,1999/11/30 00:00:00+00,Doonan,,2017,2017-MTMCD-000504,50,504,111,2017/08/25 16:00:00+00,E,864.7,1 - Lightning,,2,2017/09/13 14:00:00+00,USFS,MTCGF,BLM,MTEAS,45.48483,-105.926, ,Ignition,Y, ,1,2020/09/11 04:06:07+00
25302,-113.0163889,48.08916667,329433239,,47FB89AD-3EAE-4D0B-AD04-FC68119772C9,6824739,1999/11/30 00:00:00+00,Strawberry,,2017,2017-MTFNF-000666,39,666,110,2017/08/25 12:19:00+00,G,18025.96,1 - Lightning,Fire started on the FNF and moved on to the Lewis and Clark and other agencies.,2,2017/11/13 15:00:00+00,USFS,MTFNF,USFS,MTFNF,48.08917,-113.01639, ,Ignition,Y, ,1,2020/09/11 04:06:07+00
25322,-115.1002778,45.79222222,329433259,,949350E1-C379-4F6C-B0A8-32E8116670D1,6361004,1999/11/30 00:00:00+00,Little Green,,2015,2015-IDNCF-000698,144,,117,,F,1383,1 - Lightning,,2,,USFS,,,,45.79222,-115.10028,WF, , , ,1,2020/09/11 04:06:07+00
25446,-97.37693192,46.34594558,329433383,,,1517163,1999/11/30 00:00:00+00,Gregor,,2013,,8 3,,,,F,1381.5,5 - Debris Burning, ,2,,ND,,,,46.34595,-97.37693,WF, , , ,1,2020/09/11 04:06:07+00
25512,-113.0525,47.42083333,329433449,,,1604066,1999/11/30 00:00:00+00,StadlerCreek,,2011,,370,4,,2011/09/08 17:00:00+00,E,633,1 - Lightning,, ,,USFS,,USFS,,47.42083,-113.0525,WF,Ignition,N, ,1,2020/09/11 04:06:08+00
25513,-113.24,48.21527778,329433450,,,1608634,1999/11/30 00:00:00+00,Puzzle,,2011,,375,6,,2011/09/09 11:09:00+00,F,2153,1 - Lightning,, ,,USFS,,USFS,,48.21528,-113.24,WF,Ignition,N, ,1,2020/09/11 04:06:08+00
25623,-106.2108261,45.63393412,329433560,,76385D07-0E42-4550-8650-60774BBF3C2D,6828737,1999/11/30 00:00:00+00,Dud,,2017,2017-MTMCD-000435,44,435,111,2017/08/21 14:00:00+00,F,1137.2,9 - Miscellaneous,,2,2017/09/22 12:00:00+00,USFS,MTCGF,BLM,MTEAS,45.63393,-106.21083, ,Ignition,Y, ,1,2020/09/11 04:06:09+00
25647,-114.8172,46.26733,329433584,,B0A5F8B5-E268-4A54-A4F9-8E09B17A2DE7,6823741,1999/11/30 00:00:00+00,Issac Lake,,2017,2017-IDNCF-000628,121,,117,2017/08/16 20:15:00+00,F,2283,1 - Lightning,,2,2017/10/04 14:00:00+00,USFS,IDNCF,USFS,IDNCF,46.26733,-114.8172, ,Ignition,Y, ,1,2020/09/11 04:06:09+00
25649,-114.9673,46.3153,329433586,,A6AD3BFB-4243-4A81-9502-6BDE1ACA6041,6823666,1999/11/30 00:00:00+00,Barren Ridge,,2017,2017-IDNCF-000625,119,,117,2017/08/16 18:20:00+00,F,1697,1 - Lightning,,2,2017/10/04 14:00:00+00,USFS,IDNCF,USFS,IDNCF,46.3153,-114.9673, ,Ignition,Y, ,1,2020/09/11 04:06:09+00
25654,-113.0713889,47.95666667,329433591,,0266D994-F282-4816-B40F-016974BEECBB,6824730,1999/11/30 00:00:00+00,Scalp,,2017,2017-MTFNF-000601,34,601,110,2017/08/15 19:38:00+00,G,22142.1,1 - Lightning,,2,2017/11/13 15:00:00+00,USFS,MTFNF,USFS,MTFNF,47.95667,-113.07139, ,Ignition,Y, ,1,2020/09/11 04:06:09+00
25673,-115.133055,46.13227833,329433610,,6F60C5B1-4E16-40BF-A5C9-22EF4C968A05,6825846,1999/11/30 00:00:00+00,Ballinger,,2017,2017-IDNCF-000596,104,,117,2017/08/13 19:14:00+00,F,2048,1 - Lightning,,2,2017/10/04 14:00:00+00,USFS,IDNCF,USFS,IDNCF,46.13228,-115.13306, ,Ignition,Y, ,1,2020/09/11 04:06:09+00
25674,-113.4038889,47.34833333,329433611,,194B0F34-34BF-4AC1-B255-AA1D1F49ED24,6824708,1999/11/30 00:00:00+00,Reef,,2017,2017-MTFNF-000579,30,579,110,2017/08/13 18:47:00+00,G,10658.4,1 - Lightning,The Rice Ridge Fire burned into the Reef Fire on 9/7 at which point the Reef Fire was called dead out.,2,2017/09/07 13:00:00+00,USFS,MTFNF,USFS,MTFNF,47.34833,-113.40389, ,Ignition,Y, ,1,2020/09/11 04:06:09+00
25715,-106.1683333,45.30222222,329433652,,,1508334,1999/11/30 00:00:00+00,Stag,,2012,,6,,,,F,1231,9 - Miscellaneous,The Stag Fire was started by a burning coal seam in the head of Second Creek 19 miles South of Ashla,2,,BLM,,,,45.30222,-106.16833,WF, , , ,1,2020/09/11 04:06:09+00
25722,-106.0525,45.2425,329433659,,,1508368,1999/11/30 00:00:00+00,TaylorCreek,,2012,,13,,,,G,62111,1 - Lightning,The Taylor Creek Fire escaped initial attack on 07/03/2012 and became part of the Southeast Montana ,2,,BLM,,,,45.2425,-106.0525,WF, , , ,1,2020/09/11 04:06:09+00
26007,-114.7531967,46.17141,329433944,,,6826158,1999/11/30 00:00:00+00,Freeman,,2017,2017-IDNCF-000826,181,,117,2017/09/03 21:10:00+00,E,749,1 - Lightning,,2,2017/09/14 14:00:00+00,USFS,IDNCF,USFS,IDNCF,46.17141,-114.7532, ,Ignition,N, ,1,2020/09/11 04:06:11+00
26008,-112.9463,47.14821667,329433945,,,6838434,1999/11/30 00:00:00+00,North Fork,,2017,2017-MTLNF-001829,91,5,116,2017/09/03 13:45:00+00,F,2000,1 - Lightning,fire merged with Rice Ridge fire on 9/2/2017 @ 0233 am. J. Thompson's Type 2 IMT assigned to Rice Ridge fire.,2,2017/09/10 11:39:00+00,USFS,MTLNF,USFS,MTLNF,47.14822,-112.9463, ,Ignition,N, ,1,2020/09/11 04:06:11+00
26012,-114.7298,48.95406,329433949,,06B991D0-042F-4AFB-B62F-0ACFFADD3A18,6832181,1999/11/30 00:00:00+00,Weasel,,2017,2017-MTKNF-000236,72,,114,2017/09/02 14:46:00+00,F,3856,1 - Lightning,,2,2017/11/02 13:00:00+00,USFS,MTKNF,USFS,MTKNF,48.95406,-114.7298, ,Ignition,Y, ,1,2020/09/11 04:06:11+00
26017,-114.83555,45.87653333,329433954,,01BDAA3D-5378-4BC3-8E7B-E50DD0924F0A,6831723,1999/11/30 00:00:00+00,North 40,Green Ridge,2017,2017-MTBRF-017240,66,36,103,2017/09/01 14:35:00+00,F,1100,1 - Lightning,"IC DeMoss, FPMA 7c, this fire along with Eagle Creek and Mt Aura made the Green Ridge Complex.",2,2017/10/18 09:00:00+00,USFS,MTBRF,USFS,MTBRF,45.87653,-114.83555, ,Ignition,Y, ,1,2020/09/11 04:06:11+00
26024,-114.7846,46.00462,329433961,,A39B3947-8BE1-488D-954F-036485CF4E50,6823676,1999/11/30 00:00:00+00,Crow 2,,2017,2017-IDNCF-000798,169,,117,2017/09/01 13:38:00+00,F,1562,1 - Lightning,,2,2017/10/17 14:00:00+00,USFS,IDNCF,USFS,IDNCF,46.00462,-114.7846, ,Ignition,Y, ,1,2020/09/11 04:06:11+00
26026,-115.3261033,46.45032833,329433963,,83962449-6FB9-46F4-A600-FCE95EB92E20,6839432,1999/11/30 00:00:00+00,Liz Butte,,2017,2017-IDNCF-000788,167,,117,2017/08/31 20:45:00+00,E,838,1 - Lightning,,2,2017/10/31 14:00:00+00,USFS,IDNCF,USFS,IDNCF,46.45033,-115.3261, ,Ignition,Y, ,1,2020/09/11 04:06:11+00
26037,-114.8848,45.8217,329433974,,FF2C8FF0-715C-4C2E-BCC0-C3414897423F,6831774,1999/11/30 00:00:00+00,Eagle Creek,Green Ridge,2017,2017-MTBRF-017227,61,33,103,2017/08/31 12:15:00+00,F,4500,1 - Lightning,"IC DeMoss, FPMA 7c, this fire along with Mt Aura and North 40 made the Green Ridge Complex.",2,2017/10/18 09:00:00+00,USFS,MTBRF,USFS,MTBRF,45.8217,-114.8848, ,Ignition,Y, ,1,2020/09/11 04:06:11+00
26053,-115.4841,46.15923,329433990,,F9ED3568-C3F8-4CAE-85BF-BC6AF4472BE6,6839428,1999/11/30 00:00:00+00,Andys Hump,,2017,2017-IDNCF-000767,157,,117,2017/08/30 19:15:00+00,F,1513,1 - Lightning,,2,2017/10/31 14:00:00+00,USFS,IDNCF,USFS,IDNCF,46.15923,-115.4841, ,Ignition,Y, ,1,2020/09/11 04:06:11+00
26059,-106.00545,45.73658,329433996,,84E4784A-FA06-4A02-848E-04C0853D8324,6831627,1999/11/30 00:00:00+00,Sartin Draw,,2017,2017-MTMCD-000543,52,,111,2017/08/30 17:00:00+00,G,99714,9 - Miscellaneous,,2,2017/09/15 17:00:00+00,USFS,MTCGF,BLM,MTEAS,45.73658,-106.00545, ,Ignition,Y, ,1,2020/09/11 04:06:11+00
26083,-111.7509001,46.74207079,329434020,,,1527796,1999/11/30 00:00:00+00,Kellygulch#4,,2013,,47,,,,B,750,0 - Unknown,1 of 5 separate perimeters originally reported under Kelly Gulch #1,2,,FS,,,,46.74207,-111.7509,WF, , , ,1,2020/09/11 04:06:11+00
26155,-106.3005556,45.23583333,329434092,,,1508369,1999/11/30 00:00:00+00,Boyce,,2012,,15,,,,E,667,1 - Lightning,,2,,BLM,,,,45.23583,-106.30056,WF, , , ,1,2020/09/11 04:06:11+00
26169,-109.5666667,45.2825,329434106,,,1507315,1999/11/30 00:00:00+00,Rosebud,,2012,,39,,,,F,2396,9 - Miscellaneous,Cost Share Fire- 12% FS and 88% State of Montana ,2,,MT,,,,45.2825,-109.56667,WF, , , ,1,2020/09/11 04:06:12+00
26172,-104.5719444,45.83694444,329434109,,,1508942,1999/11/30 00:00:00+00,Dugan,,2012,,44,,,,G,10473,9 - Miscellaneous,13 out buildings burned no primary structures burned,2,,BLM,,,,45.83694,-104.57194,WF, , , ,1,2020/09/11 04:06:12+00
26173,-105.8833333,45.1525,329434110,,,1509183,1999/11/30 00:00:00+00,Dutch,,2012,,46,,,,G,19247,1 - Lightning,,2,,BLM,,,,45.1525,-105.88333,WF, , , ,1,2020/09/11 04:06:12+00
